"SECTOR","STATE","POLLUTANT","POLLUTANT TYPE","EMISSIONS","UNIT OF MEASURE"
"Fuel Comb - Electric Generation - Coal","OK","Nitrogen Oxides","CAP","30121.47","TON"
"Agriculture - Fertilizer Application","ND","Ammonia","CAP","30078.092","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","LA","Volatile Organic Compounds","CAP","30046.03640502","TON"
"Agriculture - Livestock Waste","SD","Ammonia","CAP","30010.2406452","TON"
"Agriculture - Crops & Livestock Dust","AR","PM2.5 Primary (Filt + Cond)","CAP","30009.16783","TON"
"Waste Disposal","AR","Carbon Monoxide","CAP","29937.559887","TON"
"Dust - Paved Road Dust","MO","PM10 Primary (Filt + Cond)","CAP","29864.18056","TON"
"Dust - Unpaved Road Dust","OR","PM2.5 Primary (Filt + Cond)","CAP","29838.8667","TON"
"Fuel Comb - Residential - Wood","GA","Carbon Monoxide","CAP","29832.7492059","TON"
"Agriculture - Livestock Waste","WI","Ammonia","CAP","29814.3059812","TON"
"Waste Disposal","WA","Carbon Monoxide","CAP","29751.3603371","TON"
"Fires - Prescribed Fires","IA","Volatile Organic Compounds","CAP","29735.0637052","TON"
"Fires - Prescribed Fires","NC","Volatile Organic Compounds","CAP","29717.294197","TON"
"Biogenics - Vegetation and Soil","ND","Nitrogen Oxides","CAP","29691.348","TON"
"Mobile - Non-Road Equipment - Gasoline","WY","Carbon Monoxide","CAP","29673.9663877105700040472552499","TON"
"Fires - Prescribed Fires","HI","Volatile Organic Compounds","CAP","29664.67107","TON"
"Dust - Unpaved Road Dust","GA","PM2.5 Primary (Filt + Cond)","CAP","29612.059","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","MS","Volatile Organic Compounds","CAP","29475.132405066","TON"
"Mobile - Non-Road Equipment - Diesel","MO","Nitrogen Oxides","CAP","29441.85973016286000641977004256","TON"
"Mobile - Aircraft","TX","Carbon Monoxide","CAP","29427.1285758181476","TON"
"Mobile - Non-Road Equipment - Diesel","KS","Nitrogen Oxides","CAP","29403.27942751302000248104426974","TON"
"Agriculture - Fertilizer Application","IA","Ammonia","CAP","29366.8611","TON"
"Mobile - Locomotives","KS","Nitrogen Oxides","CAP","29312.86727","TON"
"Mobile - Non-Road Equipment - Gasoline","IN","Volatile Organic Compounds","CAP","29279.278718901146262988704692476","TON"
"Solvent - Industrial Surface Coating & Solvent Use","MI","Volatile Organic Compounds","CAP","29271.4093175","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","MA","Nitrogen Oxides","CAP","29221.61882925","TON"
"Solvent - Consumer & Commercial Solvent Use","NJ","Volatile Organic Compounds","CAP","29210.07703707","TON"
"Fuel Comb - Industrial Boilers, ICEs - Other","FL","Carbon Monoxide","CAP","29144.923775","TON"
"Fires - Wildfires","UT","Carbon Monoxide","CAP","29137.002041","TON"
"Fuel Comb - Electric Generation - Coal","AZ","Nitrogen Oxides","CAP","29127.5803","TON"
"Mobile - On-Road Diesel Heavy Duty Vehicles","MN","Nitrogen Oxides","CAP","29124.8439651","TON"
"Mobile - Locomotives","OH","Nitrogen Oxides","CAP","29112.6823115613","TON"
"Dust - Construction Dust","WI","PM10 Primary (Filt + Cond)","CAP","29014.197803","TON"
"Mobile - On-Road Diesel Heavy Duty Vehicles","CO","Nitrogen Oxides","CAP","28991.5877231","TON"
"Agriculture - Fertilizer Application","SD","Ammonia","CAP","28990.4627","TON"
"Mobile - On-Road Diesel Light Duty Vehicles","CA","Nitrogen Oxides","CAP","28985.6781457","TON"
"Industrial Processes - Oil & Gas Production","KY","Volatile Organic Compounds","CAP","28935.2501040894","TON"
"Mobile - Locomotives","WY","Nitrogen Oxides","CAP","28823.34654","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","MD","Volatile Organic Compounds","CAP","28792.28046639","TON"
"Fuel Comb - Residential - Wood","NH","Carbon Monoxide","CAP","28723.11413","TON"
"Gas Stations","FL","Volatile Organic Compounds","CAP","28722.75920113","TON"
"Fires - Prescribed Fires","TN","Volatile Organic Compounds","CAP","28706.893707","TON"
"Industrial Processes - Oil & Gas Production","ND","Carbon Monoxide","CAP","28608.8587178241","TON"
"Fires - Prescribed Fires","CA","PM10 Primary (Filt + Cond)","CAP","28577.124403","TON"
"Fuel Comb - Electric Generation - Coal","MN","Nitrogen Oxides","CAP","28514.58","TON"
"Mobile - Locomotives","MO","Nitrogen Oxides","CAP","28437.83187","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","KS","Volatile Organic Compounds","CAP","28419.905187021","TON"
"Fuel Comb - Electric Generation - Coal","VA","Sulfur Dioxide","CAP","28362.74735","TON"
"Miscellaneous Non-Industrial NEC","CA","Carbon Monoxide","CAP","28300.5485387741","TON"
"Mobile - Commercial Marine Vessels","MI","Nitrogen Oxides","CAP","28254.684197407","TON"
"Industrial Processes - NEC","CA","PM10 Primary (Filt + Cond)","CAP","28246.1450053160244","TON"
"Mobile - On-Road Diesel Heavy Duty Vehicles","SC","Nitrogen Oxides","CAP","28108.5698875","TON"
"Mobile - On-Road Diesel Heavy Duty Vehicles","CA","Carbon Monoxide","CAP","28036.71118261","TON"
"Solvent - Industrial Surface Coating & Solvent Use","NC","Volatile Organic Compounds","CAP","28024.34569711","TON"
"Mobile - On-Road non-Diesel Heavy Duty Vehicles","AZ","Carbon Monoxide","CAP","27983.336147385","TON"
"Fires - Prescribed Fires","TX","PM2.5 Primary (Filt + Cond)","CAP","27901.703791","TON"
"Fires - Prescribed Fires","MS","PM10 Primary (Filt + Cond)","CAP","27882.24274","TON"
"Mobile - On-Road Diesel Heavy Duty Vehicles","PA","Carbon Monoxide","CAP","27871.5586995","TON"
"Industrial Processes - Oil & Gas Production","IL","Volatile Organic Compounds","CAP","27806.808588448","TON"
"Solvent - Industrial Surface Coating & Solvent Use","OH","Volatile Organic Compounds","CAP","27772.04259017061700000005","TON"
"Mobile - Non-Road Equipment - Gasoline","NJ","Volatile Organic Compounds","CAP","27763.851438097660002246545018659","TON"
"Mobile - Non-Road Equipment - Gasoline","AZ","Volatile Organic Compounds","CAP","27521.185549132607104428814123605","TON"
"Fuel Comb - Electric Generation - Coal","SC","Sulfur Dioxide","CAP","27470.17","TON"
"Mobile - Non-Road Equipment - Diesel","PA","Nitrogen Oxides","CAP","27454.5918106322400040469444564","TON"
"Mobile - Non-Road Equipment - Diesel","IL","Carbon Monoxide","CAP","27412.68360100268000391007701333","TON"
"Fuel Comb - Industrial Boilers, ICEs - Biomass","FL","Carbon Monoxide","CAP","27317.612925","TON"
"Gas Stations","GA","Volatile Organic Compounds","CAP","27315.239279898","TON"
"Fuel Comb - Residential - Wood","KS","Carbon Monoxide","CAP","27276.9144044","TON"
"Agriculture - Crops & Livestock Dust","SC","PM10 Primary (Filt + Cond)","CAP","27246.6526","TON"
"Fires - Prescribed Fires","MI","Carbon Monoxide","CAP","27179.981101","TON"
"Agriculture - Fertilizer Application","OK","Ammonia","CAP","27079.41355","TON"
"Dust - Unpaved Road Dust","AL","PM2.5 Primary (Filt + Cond)","CAP","26976.575","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","UT","Nitrogen Oxides","CAP","26913.840014016","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","MA","Volatile Organic Compounds","CAP","26907.444103468","TON"
"Fires - Wildfires","TX","PM10 Primary (Filt + Cond)","CAP","26866.288585","TON"
"Dust - Paved Road Dust","AL","PM10 Primary (Filt + Cond)","CAP","26846.1","TON"
"Agriculture - Crops & Livestock Dust","AZ","PM10 Primary (Filt + Cond)","CAP","26838.5173","TON"
"Solvent - Consumer & Commercial Solvent Use","CO","Volatile Organic Compounds","CAP","26811.694975052","TON"
"Fuel Comb - Electric Generation - Coal","CO","Sulfur Dioxide","CAP","26805.41","TON"
"Fires - Prescribed Fires","OK","PM2.5 Primary (Filt + Cond)","CAP","26778.333384","TON"
"Fires - Wildfires","LA","PM2.5 Primary (Filt + Cond)","CAP","26711.054931","TON"
"Dust - Construction Dust","KS","PM10 Primary (Filt + Cond)","CAP","26597.0144911","TON"
"Fires - Wildfires","KY","PM10 Primary (Filt + Cond)","CAP","26507.273235","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","NJ","Volatile Organic Compounds","CAP","26497.54055","TON"
"Mobile - On-Road non-Diesel Heavy Duty Vehicles","MI","Carbon Monoxide","CAP","26489.147592959","TON"
"Agriculture - Crops & Livestock Dust","MD","PM10 Primary (Filt + Cond)","CAP","26356.26675","TON"
"Fuel Comb - Electric Generation - Oil","PR","Sulfur Dioxide","CAP","26352.6805","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","AR","Volatile Organic Compounds","CAP","26230.781138233","TON"
"Fires - Prescribed Fires","ND","Volatile Organic Compounds","CAP","26181.614661","TON"
"Industrial Processes - Oil & Gas Production","AK","Volatile Organic Compounds","CAP","26085.63113018","TON"
"Solvent - Consumer & Commercial Solvent Use","OR","Volatile Organic Compounds","CAP","25993.221407","TON"
"Mobile - Non-Road Equipment - Diesel","ND","Nitrogen Oxides","CAP","25958.218396601020000492669565476","TON"
"Dust - Construction Dust","MS","PM10 Primary (Filt + Cond)","CAP","25941.6005053","TON"
"Industrial Processes - Oil & Gas Production","WV","Nitrogen Oxides","CAP","25930.483560470715","TON"
"Fuel Comb - Industrial Boilers, ICEs - Natural Gas","CO","Nitrogen Oxides","CAP","25858.634827","TON"
"Waste Disposal","GA","PM10 Primary (Filt + Cond)","CAP","25848.5176604","TON"
"Agriculture - Crops & Livestock Dust","FL","PM10 Primary (Filt + Cond)","CAP","25804.730476","TON"
"Industrial Processes - Oil & Gas Production","MI","Volatile Organic Compounds","CAP","25801.9384359785","TON"
"Mobile - On-Road non-Diesel Heavy Duty Vehicles","IN","Carbon Monoxide","CAP","25801.70909414","TON"
"Mobile - Non-Road Equipment - Diesel","NE","Nitrogen Oxides","CAP","25744.32935732168000492653191436","TON"
"Solvent - Consumer & Commercial Solvent Use","AL","Volatile Organic Compounds","CAP","25729.195281","TON"
"Fires - Prescribed Fires","MN","PM10 Primary (Filt + Cond)","CAP","25700.8734897","TON"
"Dust - Construction Dust","IN","PM10 Primary (Filt + Cond)","CAP","25626.3053473","TON"
"Fuel Comb - Electric Generation - Coal","NE","Nitrogen Oxides","CAP","25598.55","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","NM","Nitrogen Oxides","CAP","25578.317356064","TON"
"Dust - Unpaved Road Dust","IN","PM2.5 Primary (Filt + Cond)","CAP","25570.1841","TON"
"Dust - Construction Dust","LA","PM10 Primary (Filt + Cond)","CAP","25503.045367","TON"
"Fires - Prescribed Fires","IL","Volatile Organic Compounds","CAP","25411.296511","TON"
"Industrial Processes - NEC","OH","Carbon Monoxide","CAP","25384.4039019","TON"
"Fuel Comb - Electric Generation - Coal","FL","Carbon Monoxide","CAP","25351.84713","TON"
"Fuel Comb - Electric Generation - Coal","MO","Carbon Monoxide","CAP","25287.8236","TON"
"Mobile - Non-Road Equipment - Gasoline","MA","Volatile Organic Compounds","CAP","25252.915463950474003362358498239","TON"
"Fires - Prescribed Fires","MT","PM10 Primary (Filt + Cond)","CAP","25232.80129","TON"
"Waste Disposal","GA","PM2.5 Primary (Filt + Cond)","CAP","25147.9520541","TON"
"Mobile - On-Road Diesel Heavy Duty Vehicles","MO","Carbon Monoxide","CAP","25146.0151425","TON"
"Mobile - On-Road Diesel Light Duty Vehicles","WA","Carbon Monoxide","CAP","25077.46822","TON"
"Solvent - Consumer & Commercial Solvent Use","IA","Volatile Organic Compounds","CAP","25037.946472","TON"
"Solvent - Non-Industrial Surface Coating","TX","Volatile Organic Compounds","CAP","25028.2","TON"
"Fuel Comb - Electric Generation - Coal","KS","Nitrogen Oxides","CAP","24984.752","TON"
"Biogenics - Vegetation and Soil","MN","Nitrogen Oxides","CAP","24927.925","TON"
"Mobile - On-Road non-Diesel Heavy Duty Vehicles","UT","Carbon Monoxide","CAP","24905.63549541","TON"
"Mobile - Non-Road Equipment - Diesel","WI","Nitrogen Oxides","CAP","24878.37259692249000110064222368","TON"
"Industrial Processes - Ferrous Metals","MN","Nitrogen Oxides","CAP","24790.32242636","TON"
"Mobile - On-Road Diesel Heavy Duty Vehicles","ND","Nitrogen Oxides","CAP","24744.6488458","TON"
"Mobile - On-Road non-Diesel Heavy Duty Vehicles","WA","Carbon Monoxide","CAP","24721.85295734","TON"
"Waste Disposal","MD","Carbon Monoxide","CAP","24563.263666345","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","NV","Nitrogen Oxides","CAP","24489.688601459","TON"
"Dust - Paved Road Dust","OH","PM10 Primary (Filt + Cond)","CAP","24462.4093","TON"
"Fuel Comb - Electric Generation - Coal","KS","Carbon Monoxide","CAP","24452.8702","TON"
"Fuel Comb - Industrial Boilers, ICEs - Coal","IL","Sulfur Dioxide","CAP","24443.8685","TON"
"Fuel Comb - Industrial Boilers, ICEs - Biomass","FL","PM10 Primary (Filt + Cond)","CAP","24403.93654","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","NE","Nitrogen Oxides","CAP","24393.6645042039","TON"
"Fuel Comb - Residential - Wood","FL","Carbon Monoxide","CAP","24311.6870204","TON"
"Dust - Unpaved Road Dust","IL","PM2.5 Primary (Filt + Cond)","CAP","24288.27787","TON"
"Mobile - Non-Road Equipment - Gasoline","MD","Volatile Organic Compounds","CAP","24278.7550862101200026377101125807","TON"
"Fires - Prescribed Fires","OH","Carbon Monoxide","CAP","24263.31006","TON"
"Fires - Wildfires","AZ","PM10 Primary (Filt + Cond)","CAP","24257.788793","TON"
"Mobile - Non-Road Equipment - Gasoline","SC","Volatile Organic Compounds","CAP","24254.753874120155011946986935482","TON"
"Fires - Prescribed Fires","CA","PM2.5 Primary (Filt + Cond)","CAP","24217.899222","TON"
"Fires - Prescribed Fires","SC","PM10 Primary (Filt + Cond)","CAP","24208.70822207","TON"
"Dust - Construction Dust","IA","PM10 Primary (Filt + Cond)","CAP","24171.5264138","TON"
"Agriculture - Livestock Waste","KY","Ammonia","CAP","24145.3630864","TON"
"Agriculture - Crops & Livestock Dust","ID","PM2.5 Primary (Filt + Cond)","CAP","24081.5445405","TON"
"Mobile - On-Road Diesel Heavy Duty Vehicles","IL","Carbon Monoxide","CAP","24012.1255663","TON"
"Waste Disposal","IL","Carbon Monoxide","CAP","23948.914262","TON"
"Waste Disposal","CA","PM10 Primary (Filt + Cond)","CAP","23921.455606748","TON"
"Fires - Wildfires","SD","Carbon Monoxide","CAP","23882.110064","TON"
"Mobile - On-Road Diesel Heavy Duty Vehicles","NY","Carbon Monoxide","CAP","23852.8761364","TON"
"Agriculture - Livestock Waste","AZ","Ammonia","CAP","23828.0154632","TON"
"Solvent - Consumer & Commercial Solvent Use","ID","Volatile Organic Compounds","CAP","23807.6605223","TON"
"Waste Disposal","AK","Carbon Monoxide","CAP","23770.890349","TON"
"Mobile - Non-Road Equipment - Other","OH","Carbon Monoxide","CAP","23763.800097020340000058958784","TON"
"Fuel Comb - Electric Generation - Oil","PR","Nitrogen Oxides","CAP","23659.524","TON"
"Fires - Prescribed Fires","MS","PM2.5 Primary (Filt + Cond)","CAP","23629.015508","TON"
"Waste Disposal","MN","Carbon Monoxide","CAP","23590.5388321","TON"
"Fires - Wildfires","NV","Volatile Organic Compounds","CAP","23587.350108","TON"
"Solvent - Consumer & Commercial Solvent Use","LA","Volatile Organic Compounds","CAP","23533.7760156","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","ID","Nitrogen Oxides","CAP","23493.055462882","TON"
"Solvent - Consumer & Commercial Solvent Use","SC","Volatile Organic Compounds","CAP","23453.578125","TON"
"Mobile - Non-Road Equipment - Diesel","NC","Nitrogen Oxides","CAP","23439.24588041590000093405706848","TON"
"Solvent - Consumer & Commercial Solvent Use","OK","Volatile Organic Compounds","CAP","23423.486793","TON"
"Mobile - On-Road non-Diesel Heavy Duty Vehicles","WI","Carbon Monoxide","CAP","23368.042875674","TON"
"Fuel Comb - Residential - Wood","PA","Volatile Organic Compounds","CAP","23327.7924974","TON"
"Waste Disposal","OK","Carbon Monoxide","CAP","23320.792699","TON"
"Agriculture - Livestock Waste","FL","Ammonia","CAP","23286.3156532","TON"
"Agriculture - Livestock Waste","MI","Ammonia","CAP","23265.8834744","TON"
"Industrial Processes - Oil & Gas Production","WY","Nitrogen Oxides","CAP","23227.2203806433","TON"
"Mobile - Non-Road Equipment - Gasoline","CA","Nitrogen Oxides","CAP","23186.5316499219","TON"
"Dust - Unpaved Road Dust","SD","PM10 Primary (Filt + Cond)","CAP","23139.0468","TON"
"Fires - Wildfires","AL","Volatile Organic Compounds","CAP","23071.904234","TON"
"Solvent - Non-Industrial Surface Coating","FL","Volatile Organic Compounds","CAP","22932.37165","TON"
"Agriculture - Crops & Livestock Dust","NM","PM10 Primary (Filt + Cond)","CAP","22897.87135","TON"
"Mobile - Non-Road Equipment - Gasoline","CO","Volatile Organic Compounds","CAP","22878.505005786360779725608402861","TON"
"Fires - Agricultural Field Burning","WA","Carbon Monoxide","CAP","22858.028905","TON"
"Solvent - Consumer & Commercial Solvent Use","KY","Volatile Organic Compounds","CAP","22836.8745263","TON"
"Mobile - Commercial Marine Vessels","TX","Nitrogen Oxides","CAP","22822.115043054","TON"
"Solvent - Graphic Arts","NC","Volatile Organic Compounds","CAP","22799.7364399","TON"
"Fires - Wildfires","TX","PM2.5 Primary (Filt + Cond)","CAP","22768.0326","TON"
"Fuel Comb - Electric Generation - Coal","MD","Sulfur Dioxide","CAP","22766.586","TON"
"Fires - Prescribed Fires","ID","PM10 Primary (Filt + Cond)","CAP","22683.732893","TON"
"Fuel Comb - Residential - Natural Gas","IL","Nitrogen Oxides","CAP","22585.62133","TON"
"Mobile - On-Road Diesel Heavy Duty Vehicles","NE","Nitrogen Oxides","CAP","22526.25755667","TON"
"Dust - Paved Road Dust","WA","PM10 Primary (Filt + Cond)","CAP","22524.0791","TON"
"Fires - Wildfires","KY","PM2.5 Primary (Filt + Cond)","CAP","22463.788502","TON"
"Fuel Comb - Residential - Wood","AZ","Carbon Monoxide","CAP","22371.18434","TON"
"Mobile - Non-Road Equipment - Diesel","VA","Nitrogen Oxides","CAP","22341.36551564759008800026079063","TON"
"Dust - Paved Road Dust","PA","PM10 Primary (Filt + Cond)","CAP","22331.0758","TON"
"Fires - Agricultural Field Burning","CA","Carbon Monoxide","CAP","22323.4691239","TON"
"Mobile - Locomotives","MT","Nitrogen Oxides","CAP","22283.246896","TON"
"Mobile - Non-Road Equipment - Diesel","GA","Nitrogen Oxides","CAP","22234.2470509829590053527124424","TON"
"Fuel Comb - Industrial Boilers, ICEs - Coal","AL","Sulfur Dioxide","CAP","22212.8047","TON"
"Fuel Comb - Industrial Boilers, ICEs - Coal","TN","Sulfur Dioxide","CAP","22172.885","TON"
"Biogenics - Vegetation and Soil","CA","Ammonia","CAP","22154.57","TON"
"Mobile - Non-Road Equipment - Gasoline","OR","Volatile Organic Compounds","CAP","22148.588244875569310644301740513","TON"
"Fires - Prescribed Fires","FL","Nitrogen Oxides","CAP","22086.82060388","TON"
"Mobile - Non-Road Equipment - Gasoline","KY","Volatile Organic Compounds","CAP","22056.442776784061593874386415909","TON"
